reviewid,s_protocol,s_protocol_version,s_standards_version,s_citation,s_intervention_name,s_study_design,s_study_rating,s_delivery_method_individual,s_delivery_method_school,s_delivery_method_small_group,s_delivery_method_whole_class,s_program_type_curriculum,s_program_type_policy,s_program_type_practice,s_program_type_school_level,s_program_type_supplement,s_program_type_teacher_level,s_studyid,f_findingid,f_intervention_name,f_comparison,f_outcome_measureid,f_outcome_measure,f_outcome_domain,new_outcome_domain,f_period,f_sample_description,f_is_subgroup,f_ss,f_t_ss,f_c_ss,f_cluster_ss,f_t_cluster_ss,f_c_cluster_ss,f_effect_size_study,f_effect_size_wwc,f_improvement_index,f_p_value_study,f_p_value_wwc,f_icc,f_essa_rating,asian,black,white,indigenous,new_race_other,el,econ_dis,latino,female,sped,low,high,time,grade,category,subgroup,broad_domain,effect_size,corr,var_t,var_t_corr,subgroup_black,subgroup_econ_dis,subgroup_el,subgroup_female,subgroup_high,subgroup_low,subgroup_latino,subgroup_sped,subgroup_site,subgroup_cohort,subgroup_white,subgroup_treatment,includes_black,includes_econ_dis,includes_el,includes_female,includes_high,includes_low,includes_latino,includes_sped,includes_white,subgroup_time,subgroup_grade,includes_time,includes_grade
1901302,Children and Students with an Autism Spectrum Disorder,3,3,"Hardan, A. Y., Gengoux, G. W., Berquist, K. L., Libove, R. A., Adrel, C. M., Phillips, J., â¦ Minjarez, M. B. (2015). A randomized controlled trial of Pivotal Response Treatment Group for parents of children with autism. Journal of Child Psychology and Psychiatry, 56(8), 884â892.",Pivotal Response Training,randomized controlled trial,Meets WWC standards without reservations,1,0,0,0,0,0,1,0,0,0,203,5928,Pivotal Response Training,51.400002,1436,Total utterances,communication/ language,Language proficiency,1 Year,full sample,False,47,25,22,47,25,22,.27000001,.27030808,11,.037999999,.36050078,,,,,,,100,,,,25,100,,,,,,,Literacy,.27030808,.98324025,.086294308,.083426006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1901302,Children and Students with an Autism Spectrum Disorder,3,3,"Hardan, A. Y., Gengoux, G. W., Berquist, K. L., Libove, R. A., Adrel, C. M., Phillips, J., â¦ Minjarez, M. B. (2015). A randomized controlled trial of Pivotal Response Treatment Group for parents of children with autism. Journal of Child Psychology and Psychiatry, 56(8), 884â892.",Pivotal Response Training,randomized controlled trial,Meets WWC standards without reservations,1,0,0,0,0,0,1,0,0,0,203,5985,Pivotal Response Training,16,16072,Verbally prompted utterances,communication/ language,Language proficiency,1 Year,overall - full sample,True,47,25,22,47,25,22,.1,.42063114,4,.72500002,.73384595,,,,,,,100,,,,25,100,,,,,full sample,full sample,Literacy,.42063114,.98324025,.087488033,.084580049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1901302,Children and Students with an Autism Spectrum Disorder,3,3,"Hardan, A. Y., Gengoux, G. W., Berquist, K. L., Libove, R. A., Adrel, C. M., Phillips, J., â¦ Minjarez, M. B. (2015). A randomized controlled trial of Pivotal Response Treatment Group for parents of children with autism. Journal of Child Psychology and Psychiatry, 56(8), 884â892.",Pivotal Response Training,randomized controlled trial,Meets WWC standards without reservations,1,0,0,0,0,0,1,0,0,0,203,5932,Pivotal Response Training,.1,16052,Nonverbally prompted utterances,communication/ language,Language proficiency,1 Year,overall - full sample,True,47,25,22,47,25,22,1.02,1.3845233,35,.0020000001,.0010789639,,,,,,,100,,,,25,100,,,,,full sample,full sample,Literacy,1.3845233,.98324025,.10748577,.10391309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1901302,Children and Students with an Autism Spectrum Disorder,3,3,"Hardan, A. Y., Gengoux, G. W., Berquist, K. L., Libove, R. A., Adrel, C. M., Phillips, J., â¦ Minjarez, M. B. (2015). A randomized controlled trial of Pivotal Response Treatment Group for parents of children with autism. Journal of Child Psychology and Psychiatry, 56(8), 884â892.",Pivotal Response Training,randomized controlled trial,Meets WWC standards without reservations,1,0,0,0,0,0,1,0,0,0,203,5930,Pivotal Response Training,72.800003,16050,"Vineland Adaptive Behavior Scales, 2nd edition: Communications subscale",communication/ language,Language proficiency,1 Year,full sample,False,47,25,22,47,25,22,.43000001,.53593719,17,.041000001,.14811003,,,,,,,100,,,,25,100,,,,,,,Literacy,.53593719,.98324025,.088755704,.085805587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1901303,Children and Students with an Autism Spectrum Disorder,3,3,"Schreibman, L., & Stahmer, A. C. (2014). A randomized trial comparison of the effects of verbal and pictorial naturalistic communication strategies on spoken language for young children with autism. Journal of Autism and Developmental Disorders, 44(5), 1244â1251.",Pivotal Response Training,randomized controlled trial,Meets WWC standards without reservations,1,0,0,0,0,0,1,0,0,0,204,5987,Pivotal Response Training,28.700001,16073,"The Mullen Scales of Early Learning (MSEL), Expressive Language Scale",communication/ language,Language proficiency,3 Months,overall - full sample,True,38,19,19,38,19,19,-.22,.36591598,-9,,.50193638,,,,,,,100,,,,12.8,100,,,,,full sample,full sample,Literacy,.36591598,.97902095,.10720336,.10275249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1901303,Children and Students with an Autism Spectrum Disorder,3,3,"Schreibman, L., & Stahmer, A. C. (2014). A randomized trial comparison of the effects of verbal and pictorial naturalistic communication strategies on spoken language for young children with autism. Journal of Autism and Developmental Disorders, 44(5), 1244â1251.",Pivotal Response Training,randomized controlled trial,Meets WWC standards without reservations,1,0,0,0,0,0,1,0,0,0,204,5986,Pivotal Response Training,26.700001,16073,"The Mullen Scales of Early Learning (MSEL), Expressive Language Scale",communication/ language,Language proficiency,0 Days,full sample,False,38,19,19,38,19,19,-.23,.35894135,-9,,.48282492,,,,,,,100,,,,12.8,100,,,,,,,Literacy,.35894135,.97902095,.1071301,.10268227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1901327,Review of Individual Studies,3,3,"Corsello, M., & Sharma, A. (2015). The Building Assets-Reducing Risks Program: Replication and expansion of an effective strategy to turn around low-achieving schools. Final report. Napa, CA: Corsello Consulting.",Building Assets Reducing Risks (BARR),randomized controlled trial,Meets WWC standards without reservations,1,1,0,0,0,0,0,1,0,0,132,5953,Building Assets Reducing Risks (BARR),,16060,Credits earned in core courses,progressing in school,K-12 school progress,1 Year,full sample,False,521,270,251,521,270,251,,.22716109,9,.0049999999,.010043186,,Evidence Tier 1,,,52,,48,17,68,37,54,,53.467152,35.675182,,,,,K-12 school progress,.22716109,.99855423,.0077376245,.0077152671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1901327,Review of Individual Studies,3,3,"Corsello, M., & Sharma, A. (2015). The Building Assets-Reducing Risks Program: Replication and expansion of an effective strategy to turn around low-achieving schools. Final report. Napa, CA: Corsello Consulting.",Building Assets Reducing Risks (BARR),randomized controlled trial,Meets WWC standards without reservations,1,1,0,0,0,0,0,1,0,0,132,5992,Building Assets Reducing Risks (BARR),,2452,Northwest Evaluation Association (NWEA) Measures of Academic Progress (MAP): Mathematics,academic achievement,Academic achievement,1 Year,overall - less proficient students,True,289,154,135,289,154,135,,.37947351,15,.001,.0014356041,,,,,52,,48,17,68,37,54,,53.467152,35.675182,,,prior performance,low-performing,General achievement,.37947351,.99738449,.014153102,.014079164,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1901327,Review of Individual Studies,3,3,"Corsello, M., & Sharma, A. (2015). The Building Assets-Reducing Risks Program: Replication and expansion of an effective strategy to turn around low-achieving schools. Final report. Napa, CA: Corsello Consulting.",Building Assets Reducing Risks (BARR),randomized controlled trial,Meets WWC standards without reservations,1,1,0,0,0,0,0,1,0,0,132,5990,Building Assets Reducing Risks (BARR),,2453,Northwest Evaluation Association (NWEA) Measures of Academic Progress (MAP): Reading,academic achievement,Academic achievement,1 Year,overall - less proficient students,True,297,162,135,297,162,135,,.23745672,9,.0049999999,.042473488,,,,,52,,48,17,68,37,54,,53.467152,35.675182,,,prior performance,low-performing,General achievement,.23745672,.99745548,.013676304,.013606793,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1901327,Review of Individual Studies,3,3,"Corsello, M., & Sharma, A. (2015). The Building Assets-Reducing Risks Program: Replication and expansion of an effective strategy to turn around low-achieving schools. Final report. Napa, CA: Corsello Consulting.",Building Assets Reducing Risks (BARR),randomized controlled trial,Meets WWC standards without reservations,1,1,0,0,0,0,0,1,0,0,132,5954,Building Assets Reducing Risks (BARR),,16061,Average GPA in core courses,academic achievement,Academic achievement,1 Year,full sample,False,548,272,276,548,272,276,,.23284,9,,.0068026581,,Evidence Tier 1,,,52,,48,17,68,37,54,,53.467152,35.675182,,,,,General achievement,.23284,.99862576,.0073494427,.0073292567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1901327,Review of Individual Studies,3,3,"Corsello, M., & Sharma, A. (2015). The Building Assets-Reducing Risks Program: Replication and expansion of an effective strategy to turn around low-achieving schools. Final report. Napa, CA: Corsello Consulting.",Building Assets Reducing Risks (BARR),randomized controlled trial,Meets WWC standards without reservations,1,1,0,0,0,0,0,1,0,0,132,5991,Building Assets Reducing Risks (BARR),,2453,Northwest Evaluation Association (NWEA) Measures of Academic Progress (MAP): Reading,academic achievement,Academic achievement,1 Year,overall - more proficient students,True,198,99,99,198,99,99,,.13799176,5,.189,.33280948,,,,,52,,48,17,68,37,54,,53.467152,35.675182,,,prior performance,high-performing,General achievement,.13799176,.99616855,.02025097,.020096086,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1901327,Review of Individual Studies,3,3,"Corsello, M., & Sharma, A. (2015). The Building Assets-Reducing Risks Program: Replication and expansion of an effective strategy to turn around low-achieving schools. Final report. Napa, CA: Corsello Consulting.",Building Assets Reducing Risks (BARR),randomized controlled trial,Meets WWC standards without reservations,1,1,0,0,0,0,0,1,0,0,132,5955,Building Assets Reducing Risks (BARR),68.099998,16062,Percent of students without at least one failure in a core course,progressing in school,K-12 school progress,1 Year,full sample,False,548,272,276,548,272,276,,.34289432,13,,.000075666852,,Evidence Tier 1,,,52,,48,17,68,37,54,,53.467152,35.675182,,,,,K-12 school progress,.34289432,.99862576,.0074076261,.0073872805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1901327,Review of Individual Studies,3,3,"Corsello, M., & Sharma, A. (2015). The Building Assets-Reducing Risks Program: Replication and expansion of an effective strategy to turn around low-achieving schools. Final report. Napa, CA: Corsello Consulting.",Building Assets Reducing Risks (BARR),randomized controlled trial,Meets WWC standards without reservations,1,1,0,0,0,0,0,1,0,0,132,5951,Building Assets Reducing Risks (BARR),,2453,Northwest Evaluation Association (NWEA) Measures of Academic Progress (MAP): Reading,academic achievement,Academic achievement,1 Year,full sample,False,495,261,234,495,261,234,,.15021847,6,.001,.096242473,,Evidence Tier 1,,,52,,48,17,68,37,54,,53.467152,35.675182,,,,,General achievement,.15021847,.99847794,.0081278775,.0081031537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1901327,Review of Individual Studies,3,3,"Corsello, M., & Sharma, A. (2015). The Building Assets-Reducing Risks Program: Replication and expansion of an effective strategy to turn around low-achieving schools. Final report. Napa, CA: Corsello Consulting.",Building Assets Reducing Risks (BARR),randomized controlled trial,Meets WWC standards without reservations,1,1,0,0,0,0,0,1,0,0,132,5952,Building Assets Reducing Risks (BARR),,2452,Northwest Evaluation Association (NWEA) Measures of Academic Progress (MAP): Mathematics,academic achievement,Academic achievement,1 Year,full sample,False,483,252,231,483,252,231,,.33520183,13,,.00027651392,,Evidence Tier 1,,,52,,48,17,68,37,54,,53.467152,35.675182,,,,,General achievement,.33520183,.99843991,.0084144222,.0083881877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1901327,Review of Individual Studies,3,3,"Corsello, M., & Sharma, A. (2015). The Building Assets-Reducing Risks Program: Replication and expansion of an effective strategy to turn around low-achieving schools. Final report. Napa, CA: Corsello Consulting.",Building Assets Reducing Risks (BARR),randomized controlled trial,Meets WWC standards without reservations,1,1,0,0,0,0,0,1,0,0,132,5993,Building Assets Reducing Risks (BARR),,2452,Northwest Evaluation Association (NWEA) Measures of Academic Progress (MAP): Mathematics,academic achievement,Academic achievement,1 Year,overall - more proficient students,True,193,98,95,193,98,95,,.51576209,20,.001,.00043182966,,,,,52,,48,17,68,37,54,,53.467152,35.675182,,,prior performance,high-performing,General achievement,.51576209,.99606818,.021432269,.021264065,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1901474,Adolescent Literacy,3,3,"Eddy, R. M., Ruitman, H. T., Hanken, N., & Sloper, M. (2010). The effects of Pearson Prentice Hall Literature (2010) on student performance: Efficacy study. La Verne, CA: Cobblestone Applied Research and Evaluation, Inc.",Prentice Hall/Pearson LiteratureÂ© (2007-15),randomized controlled trial,Meets WWC standards with reservations,0,0,0,1,1,0,0,0,0,0,82674,5994,Prentice Hall/Pearson LiteratureÂ© (2007-15),534.84998,2377,Gates-MacGinitie Reading Tests (GMRT): Total,comprehension,Reading comprehension,9 Months,grades 7;8;10,False,1518,744,774,29,16,13,,-.082187951,-3,,.63611907,.2,,1.3,15,21.799999,3.0999999,58.800003,13.7,21.299999,55.099998,48,,,,,8,,,Literacy,-.082187951,1.0014702,.00024434432,.00024506333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1901474,Adolescent Literacy,3,3,"Eddy, R. M., Ruitman, H. T., Hanken, N., & Sloper, M. (2010). The effects of Pearson Prentice Hall Literature (2010) on student performance: Efficacy study. La Verne, CA: Cobblestone Applied Research and Evaluation, Inc.",Prentice Hall/Pearson LiteratureÂ© (2007-15),randomized controlled trial,Meets WWC standards with reservations,0,0,0,1,1,0,0,0,0,0,82674,6354,Prentice Hall/Pearson LiteratureÂ© (2007-15),549.46002,2377,Gates-MacGinitie Reading Tests (GMRT): Total,comprehension,Reading comprehension,9 Months,overall - grade 10,True,591,233,358,13,7,6,,.052806508,2,,.84445053,.2,,1.3,15,21.799999,3.0999999,58.800003,13.7,21.299999,55.099998,48,,,,,10,grade,grade,Literacy,.052806508,1.0033283,.0007550806,.00076011528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1901572,"Teacher Training, Evaluation, and Compensation",3.200000047683716,3,"West, M. R., Morton, B. A., & Herlihy, C. M. (2016). Achievement Network's Investing in Innovation Expansion: Impacts on educator practice and student achievement. Cambridge, MA: Center for Education Policy Research, Harvard University.",Achievement Network (ANet),randomized controlled trial,Meets WWC standards without reservations,0,1,0,0,0,0,0,1,0,1,84085,6129,Achievement Network (ANet),,16079,Reading test score,english language arts achievement,Literacy achievement,1 Year,overall - grade 3; 4; 5,True,13288,6594,6694,89,45,44,,-.069996051,-3,,.000069564914,,,,,,,100,,87,,,,,,,3.5,grade,grade,Literacy,-.069996051,.99994355,.00030122494,.00030119094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1901572,"Teacher Training, Evaluation, and Compensation",3.200000047683716,3,"West, M. R., Morton, B. A., & Herlihy, C. M. (2016). Achievement Network's Investing in Innovation Expansion: Impacts on educator practice and student achievement. Cambridge, MA: Center for Education Policy Research, Harvard University.",Achievement Network (ANet),randomized controlled trial,Meets WWC standards without reservations,0,1,0,0,0,0,0,1,0,1,84085,6126,Achievement Network (ANet),,16079,Reading test score,english language arts achievement,Literacy achievement,1 Year,overall - free or reduced price lunch,True,18570,9285,9285,89,45,44,,-.059997577,-2,,.000055926626,,,,,,,100,,87,,,,,,,,economic disadvantage,econ dis,Literacy,-.059997577,.99995959,.00021549812,.0002154807,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1901572,"Teacher Training, Evaluation, and Compensation",3.200000047683716,3,"West, M. R., Morton, B. A., & Herlihy, C. M. (2016). Achievement Network's Investing in Innovation Expansion: Impacts on educator practice and student achievement. Cambridge, MA: Center for Education Policy Research, Harvard University.",Achievement Network (ANet),randomized controlled trial,Meets WWC standards without reservations,0,1,0,0,0,0,0,1,0,1,84085,6125,Achievement Network (ANet),,2034,Math test score,general mathematics achievement,Math achievement,1 Year,overall - free or reduced price lunch,True,18637,9319,9318,89,45,44,,-.03999839,-2,,.0067030648,,,,,,,100,,87,,,,,,,,economic disadvantage,econ dis,Math,-.03999839,.99995977,.00021466975,.00021465248,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1901572,"Teacher Training, Evaluation, and Compensation",3.200000047683716,3,"West, M. R., Morton, B. A., & Herlihy, C. M. (2016). Achievement Network's Investing in Innovation Expansion: Impacts on educator practice and student achievement. Cambridge, MA: Center for Education Policy Research, Harvard University.",Achievement Network (ANet),randomized controlled trial,Meets WWC standards without reservations,0,1,0,0,0,0,0,1,0,1,84085,6012,Achievement Network (ANet),,16079,Reading test score,english language arts achievement,Literacy achievement,1 Year,full sample,False,21258,11523,9735,89,45,44,,-.049998235,-2,,.00033067475,,,,,,,100,,87,,,,,,,,,,Literacy,-.049998235,.99996471,.0001895639,.00018955053,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1901572,"Teacher Training, Evaluation, and Compensation",3.200000047683716,3,"West, M. R., Morton, B. A., & Herlihy, C. M. (2016). Achievement Network's Investing in Innovation Expansion: Impacts on educator practice and student achievement. Cambridge, MA: Center for Education Policy Research, Harvard University.",Achievement Network (ANet),randomized controlled trial,Meets WWC standards without reservations,0,1,0,0,0,0,0,1,0,1,84085,6128,Achievement Network (ANet),,16079,Reading test score,english language arts achievement,Literacy achievement,1 Year,overall - grade 6; 7; 8,True,8070,4035,4035,89,45,44,,-.029997211,-1,,.17887706,,,,,,,100,,87,,,,,,,6,grade,grade,Literacy,-.029997211,.99990702,.00049571873,.00049562653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1901572,"Teacher Training, Evaluation, and Compensation",3.200000047683716,3,"West, M. R., Morton, B. A., & Herlihy, C. M. (2016). Achievement Network's Investing in Innovation Expansion: Impacts on educator practice and student achievement. Cambridge, MA: Center for Education Policy Research, Harvard University.",Achievement Network (ANet),randomized controlled trial,Meets WWC standards without reservations,0,1,0,0,0,0,0,1,0,1,84085,6013,Achievement Network (ANet),,2034,Math test score,general mathematics achievement,Math achievement,1 Year,full sample,False,21345,11579,9766,89,45,44,,-.039998595,-2,,.0038687852,,,,,,,100,,87,,,,,,,,,,Math,-.039998595,.99996483,.0001887968,.00018878352,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1901572,"Teacher Training, Evaluation, and Compensation",3.200000047683716,3,"West, M. R., Morton, B. A., & Herlihy, C. M. (2016). Achievement Network's Investing in Innovation Expansion: Impacts on educator practice and student achievement. Cambridge, MA: Center for Education Policy Research, Harvard University.",Achievement Network (ANet),randomized controlled trial,Meets WWC standards without reservations,0,1,0,0,0,0,0,1,0,1,84085,6123,Achievement Network (ANet),,2034,Math test score,general mathematics achievement,Math achievement,1 Year,overall - grade 6; 7; 8,True,8102,4051,4051,89,45,44,,-.019998148,-1,,.36882737,,,,,,,100,,87,,,,,,,6,grade,grade,Math,-.019998148,.99990743,.00049372995,.00049363857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1901572,"Teacher Training, Evaluation, and Compensation",3.200000047683716,3,"West, M. R., Morton, B. A., & Herlihy, C. M. (2016). Achievement Network's Investing in Innovation Expansion: Impacts on educator practice and student achievement. Cambridge, MA: Center for Education Policy Research, Harvard University.",Achievement Network (ANet),randomized controlled trial,Meets WWC standards without reservations,0,1,0,0,0,0,0,1,0,1,84085,6122,Achievement Network (ANet),,2034,Math test score,general mathematics achievement,Math achievement,1 Year,overall - grade 3; 4; 5,True,13233,6617,6616,89,45,44,,-.0899949,-4,,4.1535731e-07,,,,,,,100,,87,,,,,,,3.5,grade,grade,Math,-.0899949,.99994332,.00030258071,.0003025464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1901574,Review of Individual Studies,3,3,"Philp, J. D. (2015). The Data-Driven School Transformation Partnership: A project of the Bay State Reading Institute (BSRI) and 17 Massachusetts elementary schools. Columbia, SC: The Evaluation Group.",Bay Street Reading Initiative (BSRI),quasi-experimental design,Meets WWC standards with reservations,1,1,1,0,0,0,0,1,1,0,84083,6120,Bay Street Reading Initiative (BSRI),,16009,Massachusetts Comprehensive Assessment System (MCAS) English Language Arts (ELA) assessment,literacy achievement,Literacy achievement,1 Year,overall - grade 3,True,183,17,166,183,17,166,,-.024896266,-1,.90100002,.92222583,,,,,,,100,,49.299999,,,,,,,3,grade,grade,Literacy,-.024896266,.99585062,.064849354,.064312302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1901574,Review of Individual Studies,3,3,"Philp, J. D. (2015). The Data-Driven School Transformation Partnership: A project of the Bay State Reading Institute (BSRI) and 17 Massachusetts elementary schools. Columbia, SC: The Evaluation Group.",Bay Street Reading Initiative (BSRI),quasi-experimental design,Meets WWC standards with reservations,1,1,1,0,0,0,0,1,1,0,84083,6121,Bay Street Reading Initiative (BSRI),,16009,Massachusetts Comprehensive Assessment System (MCAS) English Language Arts (ELA) assessment,literacy achievement,Literacy achievement,1 Year,overall - grade 4,True,183,17,166,183,17,166,,.020912863,1,.91600001,.93463892,,,,,,,100,,49.299999,,,,,,,4,grade,grade,Literacy,.020912863,.99585062,.064848848,.064311802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1901574,Review of Individual Studies,3,3,"Philp, J. D. (2015). The Data-Driven School Transformation Partnership: A project of the Bay State Reading Institute (BSRI) and 17 Massachusetts elementary schools. Columbia, SC: The Evaluation Group.",Bay Street Reading Initiative (BSRI),quasi-experimental design,Meets WWC standards with reservations,1,1,1,0,0,0,0,1,1,0,84083,6119,Bay Street Reading Initiative (BSRI),,16009,Massachusetts Comprehensive Assessment System (MCAS) English Language Arts (ELA) assessment,literacy achievement,Literacy achievement,1 Year,full sample,False,183,17,166,183,17,166,,.093609959,4,.454,.71359897,,,,,,,100,,49.299999,,,,,,,,,,Literacy,.093609959,.99585062,.064872034,.064334795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1901576,"Teacher Training, Evaluation, and Compensation",3.200000047683716,3,"Whalen, S. P., Horsley, H. L., Parkinson, K. K., Vasquez, J., & Tozer, S. E. (2016). The Ounce PDI Study: Development evaluation of a job-embedded professional development initiative for early childhood professionals. Chicago, IL: Center for Urban Educational Leadership. Retrieved from http://urbanedleadership.org/",Ounce Professional Development Initiative,quasi-experimental design,Meets WWC standards with reservations,0,1,0,0,0,0,0,0,0,1,84091,6061,Ounce Professional Development Initiative,597.28998,16090,GOLD: Cognitive,academic achievement,Academic achievement,2 Years,full sample,False,1092,195,897,42,5,37,.23,-.095327549,-4,.11,.22858246,,,,,,,100,,,,,,,,,,,,General achievement,-.095327549,.99931175,.0062472066,.00623861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1901576,"Teacher Training, Evaluation, and Compensation",3.200000047683716,3,"Whalen, S. P., Horsley, H. L., Parkinson, K. K., Vasquez, J., & Tozer, S. E. (2016). The Ounce PDI Study: Development evaluation of a job-embedded professional development initiative for early childhood professionals. Chicago, IL: Center for Urban Educational Leadership. Retrieved from http://urbanedleadership.org/",Ounce Professional Development Initiative,quasi-experimental design,Meets WWC standards with reservations,0,1,0,0,0,0,0,0,0,1,84091,6060,Ounce Professional Development Initiative,96.93,16089,Bracken School Readiness Assessment,academic achievement,Academic achievement,2 Years,full sample,False,58,29,29,11,5,6,.2,.04765499,2,.75,.85664654,,,,,,,100,,,,,,,,,,,,General achievement,.04765499,.98654711,.068986349,.067142703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1901576,"Teacher Training, Evaluation, and Compensation",3.200000047683716,3,"Whalen, S. P., Horsley, H. L., Parkinson, K. K., Vasquez, J., & Tozer, S. E. (2016). The Ounce PDI Study: Development evaluation of a job-embedded professional development initiative for early childhood professionals. Chicago, IL: Center for Urban Educational Leadership. Retrieved from http://urbanedleadership.org/",Ounce Professional Development Initiative,quasi-experimental design,Meets WWC standards with reservations,0,1,0,0,0,0,0,0,0,1,84091,6059,Ounce Professional Development Initiative,5.2199998,16088,GOLD: English Language Aquisition,english language arts achievement,Literacy achievement,2 Years,overall - ell students,True,1055,192,863,41,5,36,.12,-.12428682,-5,.56,.12038328,,,,,,,100,,,,,,,,,,el status,el or former el,Literacy,-.12428682,.99928761,.0063744271,.0063653481,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1901580,Science,2,3,"Zoblotsky, T., Bertz, C., Gallagher, B., & Alberg, M. (2016). The LASER model: A systematic and sustainable approach for achieving high standards in science education: SSEC i3 Validation Final Report of Confirmatory and Exploratory Analyses [Middle Schools]. Memphis, TN: Center for Research in Educational Policy, University of Memphis.",The LASER Model,randomized controlled trial,Meets WWC standards without reservations,0,0,0,1,1,0,1,0,0,0,500,6052,The LASER Model,37.25,2450,Partnership for the Assessment of Standards-based Science (PASS): Performance Test,science achievement,Science,3 Years,overall - iep,True,145,84,61,12,7,5,.89999998,.18651725,7,.25999999,.26937988,,,,,,,100,,,,,,,,,,special ed status,sped,Other,.18651725,.99474609,.028421132,.028123273,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1901580,Science,2,3,"Zoblotsky, T., Bertz, C., Gallagher, B., & Alberg, M. (2016). The LASER model: A systematic and sustainable approach for achieving high standards in science education: SSEC i3 Validation Final Report of Confirmatory and Exploratory Analyses [Middle Schools]. Memphis, TN: Center for Research in Educational Policy, University of Memphis.",The LASER Model,randomized controlled trial,Meets WWC standards without reservations,0,0,0,1,1,0,1,0,0,0,500,6032,The LASER Model,3889,15802,Houston Independent School District (HISD) STAAR state standardized test: Science,science achievement,Science,3 Years,houston sample,False,243,131,112,9,5,4,-.28999999,-.28550106,-11,.0049999999,.38511789,.2,,,,,,100,,,,,,,,,,,,Other,-.28550106,1.005919,.003154445,.0031918976,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1901580,Science,2,3,"Zoblotsky, T., Bertz, C., Gallagher, B., & Alberg, M. (2016). The LASER model: A systematic and sustainable approach for achieving high standards in science education: SSEC i3 Validation Final Report of Confirmatory and Exploratory Analyses [Middle Schools]. Memphis, TN: Center for Research in Educational Policy, University of Memphis.",The LASER Model,randomized controlled trial,Meets WWC standards without reservations,0,0,0,1,1,0,1,0,0,0,500,6030,The LASER Model,84.599998,2449,Partnership for the Assessment of Standards-based Science (PASS): Open Ended,science achievement,Science,3 Years,full sample,False,1527,832,695,16,8,8,.029999999,.031127488,1,.477,.54515249,,,,,,,100,,,,,,,,,,,,Other,.031127488,.99950814,.00264109,.0026384925,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
